League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
JAPAN 1,2025-07-23,07:30:00,21,Urawa Reds,Shonan Bellmare,2.3,2.05,5.0,1.91,3.27,3.45,1.42,2.65,2.88,1.36,8.6,1.01,1.08,7.5,1.4,2.9,2.01,1.71,2.0,1.7,1.15,1.25,2.05,2.33,0.92,1.47,1.29,2.76,1.81,8.5,2.45,1.3,3.0,1.54,2.2,1.89,1.76,2.4,1.47,3.15,1.28,0.5235602094240838,0.3058103975535168,0.2898550724637681,0.29269355360141663,0.5840978593272171,0.553623188405797,1.712041884816754,0.9478260869565217,1.806282722513089,1.0550458715596331,1.5400000000000003,1.36,0.18000000000000016,37.596271147211986,34.21570213243741,5.142764557884247,0.44637681159420295,0.4159021406727829,0.05217391304347831,2.2,0.4979295977319691,1.8,0.9938079899999065,0.8,1.045825033167594,1.0,1.2247448713915894,1.8920000000000001,1.237821660698711,3.6439999999999997,1.1639878273000868,0.4834637596191156,1.0218068446056638,0.5146693157420821,0.8645654932411324,3.3619999999999997,0.9920134360726102,1.1571357641320583,0.785837100794088,0.6,2.2360679774997885,0.8,1.0458250331675956,2.8,0.6388765649999399,-2.0,-1.2747548783981963,-8.93,-1.3253437873484684,-3.6320000000000006,-1.326854574516963,0.3881052026632033,1.0694495696882915,0.5616308873833957,0.7264944438339285,2.582,1.0878225145319993,0.5412359004317928,0.8089169143825335
SOUTH KOREA 1,2025-07-23,07:30:00,23,Ulsan,Daejeon Citizen,2.3,2.2,4.2,1.73,3.41,4.0,1.34,2.95,2.55,1.44,6.25,1.1,1.05,9.0,1.3,3.45,1.87,1.83,1.78,1.9,1.22,1.26,1.95,1.36,1.92,2.17,1.36,3.53,1.51,8.7,3.16,1.31,2.92,1.59,2.16,2.02,1.71,2.64,1.4,3.58,1.21,0.5780346820809249,0.29325513196480935,0.25,0.38658928877583865,0.5073313782991202,0.4325,1.971098265895954,0.8525,2.3121387283236996,1.1730205278592374,2.27,1.6800000000000002,0.5899999999999999,48.61810122830262,40.030259271889705,16.436059224635645,0.5675,0.49266862170087977,0.14749999999999996,1.6,0.838525491562421,2.0,0.49999999999999983,1.4,0.6388765649999399,0.6,2.527625148017183,1.2040000000000002,2.3732260548173065,2.323999999999999,2.6005084851451317,0.4888583097200859,0.5768990937121792,0.36875883771664475,0.5571131172953538,3.628,0.5864250921787656,1.2867694917706505,0.37575856291771553,1.2,0.912870929175277,1.4,0.6388765649999403,1.8,0.46481112585226425,-0.4,-3.7914377220257744,-0.7599999999999998,-5.657588731014967,-1.1,-3.188816977972907,0.6758186949544684,0.7025318394608261,0.3787231808904384,0.9715814949642566,4.448,0.7278522211126965,0.8740812710761148,0.4877248167218767
SOUTH KOREA 1,2025-07-23,07:30:00,23,Jeju United,FC Seoul,4.33,2.05,2.5,3.87,3.16,1.83,1.43,2.6,2.95,1.34,8.0,1.07,1.07,8.0,1.38,3.0,1.93,1.77,1.93,1.75,1.83,1.3,1.23,1.58,1.42,1.52,1.68,3.2,2.86,6.45,1.7,1.41,2.6,1.76,1.95,2.25,1.54,3.04,1.29,4.33,1.14,0.25839793281653745,0.3164556962025316,0.5464480874316939,0.3506490648048166,1.2246835443037976,2.1147540983606556,0.8165374677002584,1.726775956284153,0.4728682170542636,0.5791139240506329,2.04,0.71,1.33,-45.567266409857936,-19.54486232662877,-33.62390614717284,1.1147540983606556,0.22468354430379744,0.726775956284153,2.0,0.7071067811865477,1.4,0.9583148474999099,0.8,1.0458250331675945,0.6,1.90029237516523,1.5400000000000003,1.937269945645304,1.656,1.8762641890971492,0.5892321283812418,1.1426984165138034,0.5129615560776662,0.8758880469303295,4.01,1.1852681832772654,0.8916977808707005,0.7550801047975056,1.6,0.838525491562421,1.4,0.8144110179279558,1.0,1.224744871391589,0.4,2.850438562747845,0.9580000000000002,2.478660543582996,1.0439999999999998,3.6626290941359834,0.44010100200327534,0.7536500010499197,0.4519127034786553,0.7195972781013397,2.98,0.7840437245183879,0.9367874250283986,0.6106339119889547
SOUTH KOREA 1,2025-07-23,07:30:00,23,Jeonbuk Motors,Gangwon,2.55,2.0,4.2,1.77,3.23,4.1,1.43,2.6,2.95,1.35,7.75,1.07,1.07,8.0,1.38,3.0,1.95,1.75,1.9,1.78,1.24,1.31,1.8,1.92,1.33,1.59,1.01,2.6,1.65,8.0,2.8,1.46,2.48,1.78,1.9,2.23,1.57,2.88,1.35,3.8,1.21,0.5649717514124294,0.30959752321981426,0.24390243902439027,0.38814860641169463,0.5479876160990712,0.4317073170731708,1.8248587570621468,0.7878048780487805,2.31638418079096,1.2693498452012384,2.3299999999999996,1.46,0.8699999999999997,49.358227947732274,36.12944414324086,23.50904022419245,0.5682926829268292,0.4520123839009288,0.21219512195121945,2.6,0.34401045807689085,2.2,0.3803000120609434,0.8,1.0458250331675945,1.4,0.6388765649999398,2.6559999999999997,0.700531928568443,5.316000000000001,0.6502582885038158,0.6351094396230621,0.49945476386770565,0.2600231334788756,0.3423731313767605,4.304,0.40561019023403644,1.3574679809006112,0.3275521662326264,1.4,1.083267920578793,1.0,0.7071067811865476,1.2,0.6972166887783964,-0.2,-6.519202405202645,-1.0919999999999994,-4.370168315278672,-0.20800000000000018,-12.274566674885632,0.49201549794128097,0.6257279561903116,0.3947183678684182,0.8689324939797589,3.471999999999999,0.6294978737900915,0.6399976030191299,0.5871216726315748
BRAZIL 1,2025-07-23,12:00:00,16,Vasco da Gama,Bahia,2.35,2.15,4.33,2.51,3.27,2.75,1.36,2.87,2.55,1.44,6.25,1.1,1.05,9.5,1.26,3.5,2.2,1.6,1.73,1.95,1.22,1.28,1.93,1.38,1.14,1.73,1.44,3.17,1.19,11.0,5.67,1.22,3.7,1.42,2.67,1.91,1.77,2.1,1.69,2.63,1.43,0.39840637450199207,0.3058103975535168,0.36363636363636365,0.13663589481203722,0.7675840978593271,0.9127272727272726,1.3027888446215141,1.1890909090909092,1.0956175298804782,0.8409785932721713,0.2400000000000002,0.7600000000000002,0.52,6.8427734126309465,20.806791012711233,-14.574216198038739,0.08727272727272735,0.23241590214067284,0.1890909090909091,1.0,1.2247448713915887,0.8,1.6298006013006627,1.0,1.0,-0.2,-10.246950765959598,-0.558000000000001,-9.492765736514752,-0.1679999999999997,-36.587886921599626,0.23781676413255357,1.6869621133054626,0.7213818860877685,0.5553075997743223,1.95,1.6992863103365008,0.6044002075557876,1.0821802714470745,1.0,1.2247448713915892,1.0,1.2247448713915887,0.8,1.0458250331675945,0.2,8.215838362577491,0.6519999999999999,8.741943808009692,0.5519999999999998,6.637155558742249,0.4491268304191104,1.2043762645779836,0.5395889041946897,0.7974673424765131,3.4440000000000004,1.2305813663482177,0.6593217172060054,0.9108224217423396
BRAZIL 1,2025-07-23,12:00:00,16,Atlético Mineiro,Fortaleza,0.0,0.0,0.0,1.71,3.58,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,1.59,0.0,0.0,0.0,0.0,0.0,2.0,0.5,2.06,1.27,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.27932960893854747,0.2222222222222222,0.43565909886607956,0.47765363128491617,0.38,2.0935672514619883,0.7955555555555556,2.6315789473684212,1.2569832402234637,2.79,1.87,0.9199999999999999,54.36530946715304,43.07605901544876,24.70243022777131,0.62,0.5223463687150838,0.20444444444444443,2.2,0.49792959773196943,1.2,1.0865337342004417,0.4,2.2360679774997925,0.8,1.0458250331675938,1.5319999999999994,1.0102363824465852,2.9940000000000007,1.0906399250094385,0.32225763790276873,1.0711229341807056,0.5828340319573954,0.6756943757137006,2.276,1.0556781435627405,0.8754736490663815,0.7316800775420282,0.6,0.9128709291752765,0.2,2.236067977499787,1.0,1.224744871391589,-0.8,-1.629800601300662,-2.7440000000000007,-1.5550458514894658,-1.886,-1.7566686741978068,0.07142857142857142,2.236067977499795,0.8790513833992094,0.3076604321559965,0.506,2.2360679774997974,0.2452430894653485,1.0359361113300851
BRAZIL 1,2025-07-23,12:00:00,16,Grêmio,Botafogo,0.0,0.0,0.0,2.89,3.34,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.67,0.0,0.0,0.0,0.0,0.0,1.71,1.38,1.35,1.49,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460207612456747,0.29940119760479045,0.39840637450199207,0.1426172803013881,0.8652694610778444,1.151394422310757,1.1557093425605536,1.3306772908366535,0.8685121107266435,0.7514970059880239,0.38000000000000034,0.44999999999999973,0.8300000000000001,-10.757967088390012,12.68038349181981,-22.53845004082809,0.15139442231075712,0.1347305389221556,0.3306772908366534,1.8,0.6085806194501844,1.0,0.0,0.6,0.9128709291752765,0.4,1.3693063937629113,0.9339999999999999,1.3701903528732726,1.1920000000000008,1.3693577908732302,0.3456647344994493,0.10805541769446257,0.4008096895762094,0.14574474906069543,2.5439999999999996,0.16627404954066377,0.7004048447881047,0.04170153023861723,2.0,0.7071067811865476,1.0,0.9999999999999999,0.4,1.3693063937629157,0.6,1.900292375165231,1.084,2.782750262547127,2.37,1.4781970422625956,0.28879439302757876,1.0122499020789784,0.5833696627335401,0.658353072554713,2.0599999999999996,0.972862041792772,0.6964180475550946,0.8326319613910914
EUROPA CHAMPIONS LEAGUE,2025-07-23,14:00:00,0,Brann,Salzburg,3.25,2.3,2.63,3.6,3.6,1.94,1.29,3.5,2.38,1.53,5.0,1.14,1.04,9.0,1.25,3.7,1.62,2.15,1.53,2.38,1.63,1.27,1.38,0.0,3.0,0.0,0.0,0.0,1.99,6.55,2.28,1.2,3.72,1.41,2.6,1.77,1.95,2.17,1.58,2.88,1.32,0.2777777777777778,0.2777777777777778,0.5154639175257733,0.314573779055179,1.0,1.8556701030927836,1.0,1.8556701030927836,0.5388888888888889,0.5388888888888889,1.6600000000000001,0.0,1.6600000000000001,-39.692673150668824,0.0,-39.692673150668824,0.8556701030927836,0.0,0.8556701030927836,1.8,0.9128709291752769,1.8,0.9128709291752769,2.0,0.7905694150420949,-0.2,-12.942179105544787,-1.518,-4.260899916212485,2.0100000000000007,5.097261975952753,0.48699522252954486,0.950514725966473,0.46031963470319626,0.8026957232691331,3.4519999999999995,0.8238286606216486,1.17199164918343,0.7391261776859773,1.8,0.9128709291752768,2.4,0.47507309379130747,1.8,0.7243558228002942,0.6,3.456073558887954,1.0399999999999998,4.2675683267028,2.5780000000000003,2.588867606083131,0.7254209972508214,0.4873009876530878,0.2581152765780476,0.5651965672740132,4.914,0.4958051829098937,1.4504093985941373,0.3929888646141044
EUROPA CHAMPIONS LEAGUE,2025-07-23,15:45:00,0,Shelbourne,Qarabağ,5.5,2.27,2.12,4.9,4.3,1.55,1.29,3.14,2.45,1.46,6.15,1.06,1.01,11.0,1.18,4.1,1.75,1.95,1.74,1.98,2.33,1.24,1.15,1.33,3.0,2.06,0.0,2.06,2.95,6.75,1.49,1.33,2.95,1.58,2.2,1.94,1.76,2.43,1.48,3.15,1.29,0.2040816326530612,0.23255813953488372,0.6451612903225806,0.49849964184048234,1.1395348837209303,3.1612903225806455,0.8775510204081631,2.7741935483870965,0.31632653061224486,0.3604651162790698,3.3500000000000005,0.6000000000000005,2.75,-59.16216805531277,-16.699244233993635,-53.9726266148964,2.1612903225806455,0.13953488372093037,1.7741935483870968,1.2,1.3693063937629155,1.0,1.224744871391589,1.4,0.8144110179279558,-0.4,-4.873397172404482,-3.0020000000000002,-2.3551112082298133,0.788,7.960047003347309,0.2674032965018415,0.9567554784266821,0.600051043930712,0.617469220265543,1.8980000000000001,0.9761502193027712,0.7059315207284976,0.9910484164227513,1.8,0.9128709291752769,2.8,0.9244413646817705,1.6,0.9478594305064437,1.2,2.6614532371118855,0.6960000000000008,13.219345761356845,7.008,1.4105315075997897,0.8945673521304383,1.1475868309056307,0.35911334974203124,1.0555359447611468,6.392,1.0370649590257817,1.6344037869084758,0.804471070601957
BRAZIL 2,2025-07-23,19:00:00,18,Novorizontino,Goiás,3.26,1.7,4.75,2.38,2.68,3.45,1.73,2.15,4.2,1.2,15.0,1.03,1.11,5.75,1.72,2.05,3.4,1.33,2.5,1.5,1.44,1.39,1.57,2.4,1.78,1.86,1.39,3.25,1.58,6.75,3.1,1.3,3.05,1.5,2.32,1.88,2.05,2.36,1.56,2.95,1.28,0.42016806722689076,0.3731343283582089,0.2898550724637681,0.19457202818794428,0.8880597014925372,0.6898550724637681,1.1260504201680674,0.7768115942028986,1.4495798319327733,1.287313432835821,1.0700000000000003,0.30000000000000027,0.77,28.146781214122047,8.53076560994814,21.056705590704777,0.31014492753623196,0.11194029850746277,0.22318840579710145,2.6,0.34401045807689046,1.8,0.6085806194501845,0.4,1.3693063937629157,1.4,0.8144110179279561,2.836,0.811432858805533,5.896000000000001,0.8367091712753676,0.41943563918917076,0.7079459855042967,0.4025918062816841,0.5862566644076875,3.568,0.6686822690899726,1.1664357552257145,0.45384212267214813,1.8,0.9128709291752768,1.0,0.9999999999999998,1.0,0.7071067811865481,0.0,1.0,0.7660000000000001,5.762155715730048,-0.384,-9.597133264958972,0.45814724969418014,0.9593942101659314,0.4983693949834952,0.9204792622261075,3.7840000000000003,0.9456118064833546,0.650189691167281,0.7404897575440995
